location_id,name,chain,phone,address1,address2,city,state,zip,latitude,longitude
02500606,Kroger - Maumelle,KROGER,5012107670,110 Commons Dr,,Maumelle,AR,72113,34.8478559,-92.4084377
02500638,Kroger - Camp Robinson,KROGER,5017586858,4401 Camp Robinson Rd,,North Little Rock,AR,72118,34.7950808,-92.2729244
02500642,Kroger - Indian Hills,KROGER,5018350400,6929 John F Kennedy Blvd,,North Little Rock,AR,72116,34.8195081,-92.2386516
02500639,Kroger - McCain,KROGER,5017588660,2509 Mccain Blvd,,North Little Rock,AR,72116,34.7978933,-92.235763
02500624,Kroger - Russellville,KROGER,4798903400,1109 W Main St,,Russellville,AR,72801,35.2795664,-93.1435668
02500469,Kroger - W Memphis,KROGER,8707322692,300 S Service Rd,,West Memphis,AR,72301,35.167868,-90.191514
66000665,Fry's Marketplace - NEC Old West Highway Idaho Road,FRYS,4802882140,150 E Old West Hwy,,Apache Junction,AZ,85119,33.414069,-111.543981
66000066,Fry's Food And Drug - 107th Ave Indian School,FRYS,6237720501,10675 W Indian School Rd,,Avondale,AZ,85392,33.492113,-112.2884396
66000089,Fry's Food And Drug - 115th Ave Buckeye Rd,FRYS,6239076160,11425 W Buckeye Rd,,Avondale,AZ,85323,33.43396,-112.304428
66000112,Fry's Food And Drug - Dysart McDowell,FRYS,6239250267,1575 N Dysart Rd,,Avondale,AZ,85392,33.463042,-112.338997
66000654,Fry's Food And Drug - Buckeye Frys,FRYS,4803517450,4625 S Miller Rd,,Buckeye,AZ,85326,33.4039176,-112.58741
66000692,Fry's Marketplace - Verrado - Indian School and Jack Rabbit Trail,FRYS,6232657200,19600 W Indian School Rd,,Buckeye,AZ,85396,33.495296,-112.481823
66000675,Fry's Marketplace - Yuma St Watson Rd,FRYS,6236916600,1300 S Watson Rd,,Buckeye,AZ,85326,33.434938,-112.558496
70600191,Smith's - BULLHEAD CITY,SMITHS,9287638686,1775 Lakeside Dr,,Bullhead City,AZ,86442,35.1064778,-114.6136766
66000048,Fry's Food And Drug - Florence Blvd Colorado,FRYS,5208361701,1385 E Florence Blvd,,Casa Grande,AZ,85122,32.8786361,-111.7277347
66000669,Fry's Marketplace - Pinal McCartney Rd,FRYS,5204264700,2858 N Pinal Ave,,Casa Grande,AZ,85122,32.9404572,-111.754323
66000067,Fry's Food And Drug - 48th St Carefree Hwy,FRYS,4805750693,4815 E Carefree Hwy Ste 100,,Cave Creek,AZ,85331,33.797217,-111.9766901
66000474,Fry's Food And Drug - Tatum Cave Creek,FRYS,4805387130,29455 N Cave Creek Rd,,Cave Creek,AZ,85331,33.7524364,-111.9904257
66000037,Fry's Food And Drug - Alma School Elliott,FRYS,4808212296,981 W Elliot Rd,,Chandler,AZ,85225,33.348099,-111.8579718
66000069,Fry's Food And Drug - Alma School Germann,FRYS,4809177596,2010 S Alma School Rd,,Chandler,AZ,85286,33.275562,-111.8609191
66000051,Fry's Food And Drug - Dobson Ray Rd,FRYS,4808147732,1950 W Ray Rd,,Chandler,AZ,85224,33.321889,-111.8749268
66000681,Fry's Marketplace - E Ocotillo Rd S Gilbert,FRYS,4805668875,2929 E Ocotillo Rd,,Chandler,AZ,85249,33.2455194,-111.7915797
66000668,Fry's Marketplace - Riggs Rd McQueen Rd,FRYS,4808836500,985 E Riggs Rd,,Chandler,AZ,85249,33.2173551,-111.8251725
66000103,Fry's Food And Drug - Hwy 89-260 Fir,FRYS,9286349611,1100 S State Route 260,,Cottonwood,AZ,86326,34.7183757,-112.0032267
66000104,Fry's Food And Drug - Switzer Canyon Route 66,FRYS,9287742719,201 N Switzer Canyon Dr,,Flagstaff,AZ,86001,35.1951744,-111.6351926
70600473,Smith's - 4747 S HWY 95 FORT MOHAVE AZ,SMITHS,9282517040,4747 S Highway 95,,Fort Mohave,AZ,86426,35.0194839,-114.5998555
66000070,Fry's Food And Drug - Shea Eagle Mountain,FRYS,4808367311,14845 E Shea Blvd,,Fountain Hills,AZ,85268,33.5789606,-111.7604044
66000072,Fry's Food And Drug - Gilbert Williams Field Rd,FRYS,4807263720,87 E Williams Field Rd,,Gilbert,AZ,85295,33.3048641,-111.7879439
66000075,Fry's Food And Drug - Pecos Higley,FRYS,4809886300,3261 E Pecos Rd,,Gilbert,AZ,85295,33.2904394,-111.7196264
66000052,Fry's Food And Drug - Warner Cooper,FRYS,4808137388,855 W Warner Rd,,Gilbert,AZ,85233,33.3339918,-111.8083638
66000064,Fry's Food And Drug - Warner Val Vista,FRYS,4806546968,714 S Val Vista Dr,,Gilbert,AZ,85296,33.3373394,-111.7571804
66000624,Fry's Marketplace - Baseline Gilbert,FRYS,4805393700,1845 E Baseline Rd,,Gilbert,AZ,85233,33.3769467,-111.7911336
66000670,Fry's Marketplace - Chandler Heights Higley,FRYS,4808409560,6470 S Higley Rd,,Gilbert,AZ,85298,33.232731,-111.723131
66000658,Fry's Marketplace - Cooley Station,FRYS,4803479812,4075 E Williams Field Rd,,Gilbert,AZ,85295,33.3046654,-111.70242
66000615,Fry's Marketplace - Frys Marketplace Gilbert,FRYS,4804287180,1455 N Higley Rd,,Gilbert,AZ,85234,33.376732,-111.720379
66000655,Fry's Marketplace - Gilbert Marketplace,FRYS,4805467370,3490 S Power Rd,,Gilbert,AZ,85234,33.3524346,-111.68928
66000028,Fry's Food And Drug - 43rd Ave Bell Rd,FRYS,6029782590,4315 W Bell Rd,,Glendale,AZ,85308,33.6378817,-112.1527143
66000010,Fry's Food And Drug - 43rd Ave Bethany Home,FRYS,6239345324,4353 W Bethany Home Rd,,Glendale,AZ,85301,33.5225437,-112.1533759
66000136,Fry's Food And Drug - 43rd Northern,FRYS,6239318445,4329 W Northern Ave,,Glendale,AZ,85301,33.5523776,-112.1531895
66000026,Fry's Food And Drug - 51st Ave Olive,FRYS,6239341862,5116 W Olive Ave,,Glendale,AZ,85302,33.5688563,-112.1699382
66000060,Fry's Food And Drug - 59th Ave Beardsley,FRYS,6238253111,20220 N 59Th Ave,,Glendale,AZ,85308,33.6697071,-112.1889182
66000006,Fry's Food And Drug - 59th Ave Thunderbird,FRYS,6029789488,5771 W Thunderbird Rd,,Glendale,AZ,85306,33.6093102,-112.1840283
66000011,Fry's Food And Drug - 67th Ave Bethany Home,FRYS,6239340348,6710 W Bethany Home Rd,,Glendale,AZ,85303,33.5252143,-112.2042508
66000073,Fry's Food And Drug - 67th Ave Happy Valley Rd,FRYS,6235618905,6625 W Happy Valley Rd,,Glendale,AZ,85310,33.710617,-112.2015046
66000625,Fry's Marketplace - 67th Ave Bell Rd,FRYS,6233342940,6611 W Bell Rd,,Glendale,AZ,85308,33.6368706,-112.2004963
66000676,Fry's Marketplace - Yuma Sarival Rd,FRYS,6239254440,16380 W Yuma Rd,,Goodyear,AZ,85338,33.437491,-112.411304
70600190,Smith's - 3490 STOCKTON HILL RD KINGMAN AZ,SMITHS,9287572544,3490 N Stockton Hill Rd,,Kingman,AZ,86409,35.2242618,-114.0342014
70600188,Smith's - 80 ACOMA BLVD N LAKE HAVASU CITY AZ,SMITHS,9286807277,80 Acoma Blvd N,,Lake Havasu City,AZ,86403,34.47731,-114.322037
66000087,Fry's Food And Drug - 51st Ave Baseline,FRYS,6022377000,5140 W Baseline Rd,,Laveen,AZ,85339,33.3795016,-112.1703697
66000667,Fry's Marketplace - Litchfield Park,FRYS,6233347735,13730 W Camelback Rd,,Litchfield Park,AZ,85340,33.509991,-112.355685
66000677,Fry's Marketplace - Gladden Farms Marketplace,FRYS,5206356800,11350 W Tangerine Rd,,Marana,AZ,85653,32.4286631,-111.20519
66000689,Fry's Marketplace - Tangerine Thornydale,FRYS,5205726040,12100 N Thornydale Rd,,Marana,AZ,85658,32.4262894,-111.0450321
66000672,Fry's Marketplace - John Wayne Pkwy Edwards Ave,FRYS,5205686200,20797 N John Wayne Pkwy,,Maricopa,AZ,85139,33.0677005,-112.0443417
66000113,Fry's Food And Drug - Alma School Rd Main St,FRYS,4808338879,1245 W Main St,,Mesa,AZ,85201,33.4130927,-111.8580863
66000062,Fry's Food And Drug - Baseline Country Club,FRYS,4809699299,554 W Baseline Rd,,Mesa,AZ,85210,33.3805677,-111.8435935
66000123,Fry's Food And Drug - Broadway Lindsay,FRYS,4804645705,2727 E Broadway Rd,,Mesa,AZ,85204,33.4064146,-111.7723364
66000115,Fry's Food And Drug - Ellsworth Broadway,FRYS,4803801005,435 S Ellsworth Rd,,Mesa,AZ,85208,33.4068667,-111.630782
66000023,Fry's Food And Drug - McKellips Recker,FRYS,4808308949,5941 E Mckellips Rd,,Mesa,AZ,85215,33.4503008,-111.7028442
66000055,Fry's Food And Drug - Power Baseline,FRYS,4809245159,1915 S Power Rd,,Mesa,AZ,85206,33.3804196,-111.6853011
66000611,Fry's Marketplace - Greenfield Main,FRYS,4802188540,4440 E Main St,,Mesa,AZ,85205,33.4173282,-111.7349675
66000622,Fry's Marketplace - McKellips Stapley Dr,FRYS,4806104140,1935 N Stapley Dr,,Mesa,AZ,85203,33.450397,-111.802907
66000686,Fry's Marketplace - Signal Butte Rd Guadalupe,FRYS,4804817200,2724 S Signal Butte Rd,,Mesa,AZ,85209,33.365825,-111.603988
66000109,Fry's Food And Drug - Hwy 60 Hwy 70,FRYS,9284253276,2115 E Highway 60 STE 200,,Miami,AZ,85539,33.4203709,-110.8167008
66000117,Fry's Food And Drug - Lambert La Canada Dr,FRYS,5208779207,10450 N La Canada Dr,,Oro Valley,AZ,85737,32.3964524,-110.9937504
66000018,Fry's Food And Drug - ORACLE 1ST AVE,FRYS,5207426663,10661 N Oracle Rd,,Oro Valley,AZ,85737,32.4007935,-110.9578475
66000045,Fry's Food And Drug - 75th Ave Cactus,FRYS,6234860120,7455 W Cactus Rd,,Peoria,AZ,85381,33.5944965,-112.2189306
66000074,Fry's Food And Drug - 83rd Ave Deer Valley Rd,FRYS,6235615504,8375 W Deer Valley Rd,,Peoria,AZ,85382,33.6802843,-112.2399064
66000056,Fry's Food And Drug - 91st Ave Olive,FRYS,6239798880,9043 W Olive Ave,,Peoria,AZ,85345,33.564647,-112.25374
66000114,Fry's Food And Drug - 91st Ave Union Hills,FRYS,6239727902,9245 W Union Hills Dr,,Peoria,AZ,85382,33.651245,-112.2565525
66000683,Fry's Food And Drug - Peoria,FRYS,4803722050,11701 W Lone Mountain Pkwy,,Peoria,AZ,85383,33.75125,-112.3126
66000657,Fry's Marketplace - Lake Pleasant Happy Valley Rd,FRYS,6232352350,25401 N Lake Pleasant Pkwy,,Peoria,AZ,85383,33.714458,-112.267706
66000623,Fry's Food And Drug - 19th Ave Glendale,FRYS,6023352240,1815 W Glendale Ave,,Phoenix,AZ,85021,33.537101,-112.098281
66000012,Fry's Food And Drug - 19th Ave Union Hills,FRYS,6029935960,18420 N 19Th Ave,,Phoenix,AZ,85023,33.6539612,-112.1014282
66000129,Fry's Food And Drug - 20th St Highland,FRYS,6022630766,4724 N 20Th St,,Phoenix,AZ,85016,33.5069387,-112.0413791
66000081,Fry's Food And Drug - 24Th Baseline,FRYS,6023054420,2250 E Baseline Rd,,Phoenix,AZ,85042,33.3795515,-112.0318116
66000002,Fry's Food And Drug - 30th St Thomas,FRYS,6024689155,3036 E Thomas Rd,,Phoenix,AZ,85016,33.4818022,-112.0165716
66000641,Fry's Food And Drug - 35th Ave Peoria,FRYS,6028665420,3511 W Peoria Ave,,Phoenix,AZ,85029,33.5806948,-112.1353489
66000040,Fry's Food And Drug - 35th Ave Thunderbird,FRYS,6023750186,3421 W Thunderbird Rd,,Phoenix,AZ,85053,33.609296,-112.1320737
66000121,Fry's Food And Drug - 40th St Thunderbird,FRYS,6029531615,4025 E Thunderbird Rd,,Phoenix,AZ,85032,33.6111029,-111.9941463
66000127,Fry's Food And Drug - 43rd Ave Cactus,FRYS,6024399034,4204 W Cactus Rd,,Phoenix,AZ,85029,33.5979982,-112.1499809
66000135,Fry's Food And Drug - 44th St Thomas,FRYS,6029521288,4505 E Thomas Rd,,Phoenix,AZ,85018,33.4791872,-111.9841093
66000126,Fry's Food And Drug - 67th Ave Indian School,FRYS,6238460622,6601 W Indian School Rd,,Phoenix,AZ,85033,33.4930705,-112.201674
66000128,Fry's Food And Drug - 7th Ave Camelback,FRYS,6022799001,744 W Camelback Rd,,Phoenix,AZ,85013,33.5114149,-112.0854513
66000046,Fry's Food And Drug - 7th St Baseline,FRYS,6022433012,520 E Baseline Rd,,Phoenix,AZ,85042,33.3792846,-112.0661103
66000079,Fry's Food And Drug - 83Rd Ave Lower Buckeye,FRYS,6239072434,2626 S 83Rd Ave,,Phoenix,AZ,85043,33.4241543,-112.2403308
66000619,Fry's Food And Drug - 83rd Ave Indian School,FRYS,6232457320,8325 W Indian School Rd,,Phoenix,AZ,85037,33.4927456,-112.2390711
66000609,Fry's Food And Drug - Cave Creek Hatcher,FRYS,6022161440,850 E Hatcher Rd,,Phoenix,AZ,85020,33.57279,-112.061058
66000088,Fry's Food And Drug - Frys Food And Drug Phoenix,FRYS,4805696805,100 E Jefferson St,,Phoenix,AZ,85004,33.447386,-112.072287
66000078,Fry's Food And Drug - Gavilan Peak Daisy Mountain Dr,FRYS,6235517220,39508 N Daisy Mountain Dr,,Phoenix,AZ,85086,33.8444841,-112.1338324
66000096,Fry's Food And Drug - Phoenix,FRYS,9282517070,26300 N Norterra Pkwy,,Phoenix,AZ,85085,33.724009,-112.115957
66000027,Fry's Food And Drug - Ray Rd Ranch Circle,FRYS,4807060601,3616 E Ray Rd,,Phoenix,AZ,85044,33.3168353,-112.0054657
66000617,Fry's Marketplace - 27th Ave Bell Rd,FRYS,6028962500,2727 W Bell Rd,,Phoenix,AZ,85053,33.638177,-112.119906
66000618,Fry's Marketplace - 32nd St Bell Rd,FRYS,6027654600,3246 E Bell Rd,,Phoenix,AZ,85032,33.6419701,-112.0113244
66000628,Fry's Marketplace - 40th St Chandler Blvd,FRYS,4807067340,3949 E Chandler Blvd,,Phoenix,AZ,85048,33.3035377,-111.9987539
66000698,Fry's Marketplace - Bell Rd 14th St,FRYS,6025945030,1311 E Bell Rd,,Phoenix,AZ,85022,33.6387404,-112.0535518
66000612,Fry's Marketplace - Frys Marketplace Phoenix,FRYS,4803673940,4707 E Shea Blvd,,Phoenix,AZ,85028,33.58129,-111.97913
66000694,Fry's Marketplace - North Valley Pkwy Dove Valley,FRYS,4809946230,2800 W Dove Valley Rd,,Phoenix,AZ,85085,33.786026,-112.1194
66000610,Fry's Mercado - 43rd Ave McDowell,FRYS,6024155700,4230 W Mcdowell Rd,,Phoenix,AZ,85009,33.4678091,-112.1506813
01600998,Lab Location - Lab Location,LAB LOCATION,,6101 W Washington St,,Phoenix,AZ,85043,33.4456722,-112.1927288
66000116,Fry's Food And Drug - Prescott Fair Miller Valley,FRYS,9287786494,950 Fair St,,Prescott,AZ,86305,34.5543377,-112.4824255
66000077,Fry's Food And Drug - Sandretto Willow Creek Rd,FRYS,9287783717,3198 Willow Creek Rd,,Prescott,AZ,86301,34.6005962,-112.4584399
66000063,Fry's Food And Drug - Glassford Hill Florentine,FRYS,9284453010,3100 N Glassford Hill Rd,,Prescott Valley,AZ,86314,34.587977,-112.34197
66000693,Fry's Marketplace - Ellsworth and Riggs,FRYS,4804287615,25105 S Ellsworth Rd,,Queen Creek,AZ,85142,33.2203439,-111.634323
66000656,Fry's Marketplace - Queen Creek Marketplace,FRYS,6024574315,22265 E Queen Creek Rd,,Queen Creek,AZ,85142,33.2624239,-111.60302
66000679,Fry's Marketplace - Rancho Sahuarita Sahuarita,FRYS,5206487700,15950 S Rancho Sahuarita Blvd,,Sahuarita,AZ,85629,31.9603816,-110.9859764
66000084,Fry's Food And Drug - Bella Vista Hunt Hwy,FRYS,4808881778,542 E Hunt Hwy,,San Tan Valley,AZ,85143,33.1607521,-111.5601377
66000682,Fry's Marketplace - Gantzel Combs,FRYS,4804746600,155 W Combs Rd,,San Tan Valley,AZ,85140,33.2180807,-111.5657403
66000120,Fry's Food And Drug - 64th St Greenway,FRYS,4803688930,6321 E Greenway Rd,,Scottsdale,AZ,85254,33.624603,-111.94428
66000005,Fry's Food And Drug - 77th St McDowell,FRYS,4809414088,7770 E Mcdowell Rd,,Scottsdale,AZ,85257,33.4673075,-111.9126567
66000125,Fry's Food And Drug - Pima Shea,FRYS,4806610001,10450 N 90Th St,,Scottsdale,AZ,85258,33.580826,-111.8896666
66000054,Fry's Food And Drug - Tatum Bell,FRYS,6028670353,4842 E Bell Rd,,Scottsdale,AZ,85254,33.6427785,-111.9759815
66000673,Fry's Food And Drug - Thompson Peak Hayden,FRYS,4804192240,20427 N Hayden Rd,,Scottsdale,AZ,85255,33.671108,-111.904221
66000621,Fry's Marketplace - Pima Via Linda,FRYS,4806576400,8900 E Via Linda,,Scottsdale,AZ,85258,33.5704676,-111.8891685
66000059,Fry's Food And Drug - Fry Blvd Hwy 90 Bypass,FRYS,5204580989,4351 E Highway 90,,Sierra Vista,AZ,85635,31.5564185,-110.2535174
66000122,Fry's Food And Drug - 107th Ave Grand Ave,FRYS,6238768222,10660 Grand Ave,,Sun City,AZ,85351,33.6006735,-112.2888354
66000086,Fry's Food And Drug - 138th Ave RH Johnson,FRYS,6239305025,19403 N R H Johnson Blvd,,Sun City West,AZ,85375,33.6612135,-112.3533135
66000061,Fry's Food And Drug - Bell Reems,FRYS,6235462522,15510 W Bell Rd,,Surprise,AZ,85374,33.640373,-112.395334
66000674,Fry's Food And Drug - Waddell Litchfield Rd,FRYS,6235379630,13982 W Waddell Rd,,Surprise,AZ,85379,33.6111819,-112.3615051
66000680,Fry's Marketplace - Greenway 303 Loop Fwy,FRYS,6234557900,15215 N Cotton Ln,,Surprise,AZ,85388,33.622631,-112.424642
66000678,Fry's Marketplace - Surprise,FRYS,4808635615,16400 W Pat Tillman Blvd,,Surprise,AZ,85387,33.698514,-112.411469
66000043,Fry's Food And Drug - 48th St Baseline,FRYS,6024381756,2700 W Baseline Rd,,Tempe,AZ,85283,33.3791738,-111.9767706
66000607,Fry's Food And Drug - Baseline McClintock,FRYS,4807529700,5100 S Mcclintock Dr,Delivery Location #1,Tempe,AZ,85282,33.3794954,-111.9108546
66000022,Fry's Food And Drug - McClintock Guadalupe,FRYS,4808387023,1835 E Guadalupe Rd,,Tempe,AZ,85283,33.3622596,-111.9091445
66000101,Fry's Food And Drug - Mill Southern,FRYS,4808589096,3232 S Mill Ave,,Tempe,AZ,85282,33.3938942,-111.9413326
66000124,Fry's Food And Drug - Rural Southern,FRYS,4808297799,3255 S Rural Rd,,Tempe,AZ,85282,33.393872,-111.92449
66000627,Fry's Marketplace - Ray Rural,FRYS,4807836200,9900 S Rural Rd,,Tempe,AZ,85284,33.3218957,-111.9302598
540FC009,Kroger - - Phoenix Shed,KROGER,,1919 S 91st Ave,,Tolleson,AZ,85353,33.43012,-112.253223
66000138,Fry's Food And Drug - 1st Roger,FRYS,5202938892,4036 N 1st Ave,,Tucson,AZ,85719,32.2805788,-110.9595473
66000017,Fry's Food And Drug - 22ND ST ALVERNON,FRYS,5207451553,4150 E 22Nd St,,Tucson,AZ,85711,32.2051308,-110.9041469
66000042,Fry's Food And Drug - 22nd St Harrison,FRYS,5207218575,9401 E 22Nd St,,Tucson,AZ,85710,32.2077973,-110.7918497
66000137,Fry's Food And Drug - 22nd St Kolb,FRYS,5207905845,7050 E 22Nd St,,Tucson,AZ,85710,32.204473,-110.8424289
66000020,Fry's Food And Drug - AJO I-19,FRYS,5206246934,3640 S 16Th Ave,,Tucson,AZ,85713,32.1803216,-110.9826233
66000057,Fry's Food And Drug - Cortaro Silverbell,FRYS,5207447866,7870 N Silverbell Rd,,Tucson,AZ,85743,32.3504088,-111.0998474
66000021,Fry's Food And Drug - GRANT RD 1ST AVE,FRYS,5206221976,555 E Grant Rd,,Tucson,AZ,85705,32.2516567,-110.9625279
66000033,Fry's Food And Drug - Golf Links Kolb,FRYS,5207455711,7050 E Golf Links Rd,,Tucson,AZ,85730,32.1902047,-110.8425029
66000131,Fry's Food And Drug - Grant Swan,FRYS,5203254802,2480 N Swan Rd,,Tucson,AZ,85712,32.2525216,-110.8910576
66000090,Fry's Food And Drug - Houghton Rd Rita Rd,FRYS,5206631960,8080 S Houghton Rd,,Tucson,AZ,85747,32.1053821,-110.7740016
66000036,Fry's Food And Drug - Ina Thornydale,FRYS,5207442472,3770 W Ina Rd,,Tucson,AZ,85741,32.3390189,-111.0457853
66000058,Fry's Food And Drug - Irvington Campbell,FRYS,5202947191,2001 E Irvington Rd,,Tucson,AZ,85714,32.1648579,-110.9419925
66000034,Fry's Food And Drug - Speedway Pantano,FRYS,5208853547,7812 E Speedway Blvd,,Tucson,AZ,85710,32.2340701,-110.825661
66000083,Fry's Food And Drug - Valencia Indian Agency Tucson,FRYS,5203487125,1795 W Valencia Rd,,Tucson,AZ,85746,32.1318996,-111.0045478
66000107,Fry's Food And Drug - 24th St 4th Ave,FRYS,9283291055,500 W 24Th St,,Yuma,AZ,85364,32.6855397,-114.6259985
66000699,Fry's Food And Drug - I-8 Fortuna Rd,FRYS,9283051922,11203 S Frontage Rd,,Yuma,AZ,85367,32.6680073,-114.4405946
70300026,Ralphs Fresh Fare - Twin Oaks Shopping Center,RALPHS,8188895429,5727 Kanan Rd,,Agoura,CA,91301,34.155174,-118.758408
70300755,Ralphs Fresh Fare - Aliso Pacific Plaza,RALPHS,9493623727,26901 Aliso Creek Rd,,Aliso Viejo,CA,92656,33.5714645,-117.725591
70400310,Food 4 Less - Anaheim,FOOD4LESS,7145397497,1616 W Katella Ave,,Anaheim,CA,92802,33.8018677,-117.9377591
70300296,Ralphs - Brookhurst SC,RALPHS,7146353670,915 S Brookhurst St,,Anaheim,CA,92804,33.819589,-117.9601468
70300135,Ralphs Fresh Fare - Sycamore Canyon Plaza,RALPHS,7142838711,711 S Weir Canyon Rd,,Anaheim,CA,92808,33.8615329,-117.7400253
